종류,규칙,답변
질병,회충증증상,"기생충의 수가 적을 때에는 거의 증상이 나타나지 않지만, 새끼의 경우 기생충이 많을 때는 배가 붓고 빈혈이나 구토, 설사를 일으킨다. 회충 덩어리가 뭉쳐 장폐색을 일으키거나 경련이나 마비 등의 신경증상이 보이기도 한다. 성견에게 기생한 경우에도 식욕이 사라지고 구토, 설사 등의 증상이 보인다. 털의 윤기가 나빠지고 몸이 마른다."
질병,구충증증상,통상 1세 이하의 자견에게 발병한다. 설사를 하고 타르 모양의 변이나 혈변을 보기도 한다. 빈혈을 일으키고 심해지면 눈의 결막이나 입의 점막이 하얘지며 통증이 있기 때문에 배를 감싸는 듯한 자세를 취한다. 모유로 감염된 갓 태어난 새끼는 젖을 먹지 못하게 되어 급격히 쇠약해지고 빈혈로 쇼크사를 일으키기도 한다. 증상이 가벼운 경우 설사를 하는 일이 만성적으로 일어나며 건강하지 못한 상태가 된다.
질병,편충증증상,소수가 기생하는 것만으로는 증상이 나타나지 않지만 다수가 기생하면 배에 통증이 나타나고 항상 설사를 하게 되며 선명한 혈변을 볼 수도 있다. 식욕이 없어져 영양불량이 되고 털의 윤기도 나빠지며 점점 마른다. 빈혈이나 탈수증상을 일으키기도 한다.
질병,조충증증상,"약 1cm 정도의 기생충의 체절이 찢어져 배설되는데 항문 주변에 붙은 채 말라서 부서진다. 이로 인해 항문이 자극을 받기 때문에 엉덩이를 땅에 문지르거나 핥게 된다. 대부분의 경우 증상이 나타나는 일은 별로 없지만, 다수 기생하면 설사나 식욕부진을 보이고 영양불량이 된다."
질병,콕시듐증상,특히 유견이 걸리기 쉬운데 설사를 반복하고 점액상의 변이나 혈변을 본다. 설사를 하기 때문에 탈수증상이나 빈혈을 일으키며 쇠약하다. 성견이 발병하는 경우는 거의 없다.
질병,편모충증증상,물기 있는 설사나 지방분이 많은 노란색 설사가 된다. 펫샵 등 다수 사육되는 장소에서 집단 발생하는 일이 많다.
질병,아토피성피부염증상,"얼굴이나 다리 안쪽의 피부가 겹치는 부위, 배 등에 심하게 가려움증이 있고 자주 핥거나 물기 때문에 피부가 상처 입어 문드러지며 만성화되면 두꺼워져서 건조해지고 거뭇해진다. 외이염이나 결막염, 비염을 동반하는 경우도 많으며, 일단 치료해도 자주 재발하는 질병이다. 골든 리트리버나 시바견 등의 견종은 선천적으로 이 질병에 걸리기 쉽다."
질병,벼룩알레르기성피부염증상,"심한 가려움이, 특히 등줄기를 따라 허리나 꼬리가 난 부분 등 하반신을 중심으로 발견된다. 알레르기이기 때문에 가려움은 벼룩에 물린 곳과는 관계없이 나타난다. 피부는 염증을 일으켜 빨개지고, 털이 빠지기도 한다. 개가 핥거나 긁어서 염증이 악화되고 벼룩을 구제해도 한 달 정도는 증상이 계속된다."
질병,음식물알레르기증상,"먹은 지 얼마 지나지 않아 증상이 나타난다. 심해지면 온몸에 피부염이 번지는 경우도 있지만 일반적으로는 눈이나 입 주변을 가려워하는 경우가 많고, 열이 나거나 설사나 구토를 동반하는 경우도 있다."
질병,접촉성피부염증상,"접촉한 부분이 빨갛게 듬성듬성 발진하거나 가렵고 탈모 등이 일어난다. 목이나 입 주변, 흉부나 다리 등 털이 없는 부분에 번지는 경우가 많고, 식기나 장난감에 반응한 경우는 코나 입에 증상이 많이 나타난다."
질병,지루증증상,"가슴이나 등줄기, 겨드랑이 아래, 귀속 등 피지 분비가 많은 부분이 기름지고 끈적거리는 피부나 또는 버석버석 건조하고 비듬이 많은 피부가 된다. 몸은 특유의 심한 냄새가 나게 되고 탈모가 일어나는 경우도 있다. 증상이 진행되면 가려움도 생기고 세균이나 마라세티아에 감염되는 경우가 많다."
질병,농피증증상,"피부가 빨갛게 되고 표면에 우둘투둘한 부스럼이 생기거나 액체나 고름이 고인 수포나 농포가 생기는 경우도 있다. 감염은 피부 표면에서 일어난 경우라고 해도 심한 가려움을 동반하며, 진피 피부층에서 일어났다면 심한 통증과 함께 열이 나기도 한다. 이 경우 심하게 긁거나 핥는 행동을 반복하여 환부가 탈모를 일으키는 경우가 많다."
질병,모낭충증증상,"1세 미만의 자견에게 흔히 발생한다. 초기에는 눈, 코, 입 주변이나 발끝 등의 털이 빠지는데, 가려움이나 발진도 가볍기 때문에 그냥 지나치기 쉽다. 하지만 탈모가 서서히 번지면 온몸에 퍼지게 된다. 세균에 의한 2차 감염이 일어나면 화농, 출혈, 짓무름이 나타나며 가려움도 심해지기 때문에 개가 긁어대거나 핥으면 증상이 더욱 악화된다. 노견이 걸리는 경우도 증가하고 있는데, 이 경우에는 내분비의 질환이나 면역계의 이상 우려가 있다."
질병,개선충증증상,"특히 팔꿈치나 발꿈치, 귀 등에 탈모나 염증이 발생해 피부가 딱딱해지고 비듬이 발생한다. 매우 가려워하고 밤낮없이 긁어댄다. 질병이 진행되면 부스럼이 생기고 그 밑에서 옴벌레가 번식한다. 심해지면 온몸에 피부염이 번진다."
질병,피부사상균증증상,가려움이 나타나는 경우는 거의 없지만 10원짜리 동전만한 원형 탈모가 생기는 것이 특징이다. 심해지면 탈모 부분이 커지고 비듬이 생기거나 부스럼이 되기도 한다.
질병,마라세티아감염증증상,"마라세티아에 의한 외이염에서는 머리를 흔들거나 귀를 긁는 등 전형적인 외이염 증상을 보인다. 귀지가 대량으로 나오거나 초콜릿색이 되고 신 냄새 같은 것이 난다. 피부에서는 겨드랑이나 다리 안쪽의 겹치는 부위, 발가락 사이, 음부 등에 염증이 일어난다. 빨개지거나 건조해지거나 끈적거리거나 심한 가려움이 나타난다."
질병,자기면역에의한피부병증상,"대부분 천포창이라는 피부병 증상을 보인다. 입안이나 눈 주변이나 항문 주변 등에 심한 가려움증을 동반한 염증이나 탈모가 일어난다. 또 손가락 사이나 발 패드, 귀, 코 등에 염증이 일어나고 딱지나 탈모가 발생하는 타입도 있다. 천포창 외에 자기면역성 피부병으로 수포성류 천포창, 홍반성 낭창(Erythematodes)이 알려져 있는데 수포성류 천포창은 발열이나 탈수 등이, 홍반성 낭창은 발열, 신장장애, 빈혈 등의 전신증상을 일으킨다."
질병,내분비성피부병증상,"호르몬이 분비되는 위치에 따라 증상이 다양한데 피부에 좌우대칭으로 발생하는 탈모 증상이 특징이다. 부신피질 호르몬이나 성장 호르몬의 이상으로는 동체를 중심으로 넓게 탈모되고, 성호르몬에서는 생식기나 항문 부근의 탈모가 발견된다. 가장 많은 갑상선 호르몬의 이상으로는 동체의 탈모가 많은데, 대형견은 다리털이 빠지는 경우도 있다. 어느 것이든 다른 장기에까지 영향을 미치기 때문에 다양한 증상이 나타난다."
질병,피부종양증상,"피부나 피하에 멍울이 느껴진다. 종양이 커지거나 수가 많아지는 경우에는 내장으로 전이될 위험성이 증대한다. 궤양이나 외상과 구별하기 어려운 경우도 많으므로 주의가 필요하다. 악성 편평상피암은 털이 빠지고 궤양이 되거나 부스럼이나 피부병 또는 상처처럼 보인다. 두부나 복부, 회음부에 잘 발생한다. 선암은 귀나 항문에 잘 발생한다. 단기간에 커지거나 림프관이나 혈관을 통해 전이되기도 쉬운 암이다. 비만세포종 또한 전이되기 쉬운 악성암으로, 하반신에 많이 발생하고 나이를 먹을수록 발생 빈도가 높아진다. 종양이 생긴 부분의 피부는 부풀어 올라 혹처럼 되거나 피부가 괴사하기도 하지만 단순한 사마귀와 구별이 되지 않는 경우도 있다."
질병,안검내반외반증상,내반은 속눈썹이 눈의 표면을 찌르기 때문에 항상 아프고 눈물이 많이 나게 된다. 외반은 결막염이나 유루증의 원인이 되는 경우가 많고 눈곱이 많이 나온다. 개는 눈에 문제가 있는 듯 자꾸 신경 쓰는 행동을 하게 된다.
질병,속눈썹이상증상,"속눈썹이 결막에서 돋아나 각막 쪽으로 향해 있는 이소성 첩모, 눈꺼풀의 테두리에서 돋아나 각막에 접촉하는 첩모중생, 돋아난 장소는 정상이지만 각막을 향해 돋아난 첩모난생 등이 있다. 모두 다 방치하면 각막염이나 각막궤양의 원인이 되므로 치료가 필요하다."
질병,유루증증상,눈물이 계속 흐르기 때문에 눈에서 코를 따라 털이 적갈색으로 변색된다. 눈꺼풀에 염증이 생기는 경우도 있다.
질병,체리아이증상,대부분은 양쪽 눈에 생기는데 한쪽 눈에만 생기기도 한다. 제삼안검선이 크게 부어오르기 때문에 개가 눈을 비벼서 결막염이나 각막염을 병발하는 경우가 종종 있다.
질병,결막염증상,눈꺼풀을 뒤집으면 결막이 충혈되고 부어 있는 것을 알 수 있다. 눈물이나 눈곱이 많이 나오고 가렵기 때문에 개는 앞발로 눈을 비비거나 바닥에 얼굴을 비벼댄다.
질병,각막염증상,"통증 때문에 눈을 슴벅거리거나 눈이 부신 듯이 행동한다. 눈꺼풀이 경련을 일으키거나 눈물이 흘러넘치기도 한다. 눈이 충혈되고 염증이 번지면 각막은 하얗게 흐리게 보이게 되고, 더 악화되면 각막 표면이 올라와 그 부분에 혈관이 생긴다."
질병,포도막염증상,"눈을 아파하고 눈곱이나 눈물이 많아지고 눈꺼풀이 경련하기도 한다. 증상이 심해지면 안저출혈이나 망막박리가 일어나고, 시력에 장애가 생기기도 한다."
질병,백내장증상,"시력이 저하되어 여기저기 부딪치거나 움직이는 것에 반응하지 않게 되고 계단을 내려가기 무서워하는 등 개의 행동 변화 때문에 주인이 눈치채는 일이 많다. 눈을 관찰하면 수정체가 하얗게 탁하거나 동공이 항상 확장되어 있다. 특히 어둑한 곳에서는 시력이 현저히 떨어지고, 질병이 진행되면 실명에 이른다."
질병,녹내장증상,"초기에는 증상이 별로 나타나지 않지만 진행되면 눈이 아파지기 때문에 눈을 비비거나 신경을 쓴다. 동공이 열린 채 있고 각막이 뿌옇게 보인다. 빛에 민감하게 반응하고 기운이나 식욕이 저하되며, 더 심해지면 눈이 튀어나오듯이 커지고 시력이 저하되면서 방치하면 완전히 실명한다."
질병,망막박리증상,보통은 통증이 없기 때문에 증상이 확실하게 나타나지 않고 주인이 이상을 느꼈을 때에는 이미 시각장애가 진행되었거나 실명해 있는 경우도 있다. 다른 질병 검사에서 발견되는 일이 종종 있다.
질병,안구탈출증상,튀어나온 안구에 염증이 생기고 붓는다. 또 탈출 때문에 팽팽하게 당겨져 있기 때문에 눈꺼풀이나 결막이 부어오르기도 한다. 그대로 방치하면 괴사되므로 반드시 치료해야 한다.
질병,이혈종증상,대부분의 경우 이개의 안쪽이 부어오르고 열과 통증을 동반한다. 고인 액체가 적은 경우에는 흡수되지만 환부가 클 때에는 귀의 연골이 위축되고 이개가 목이버섯 모양으로 변형되는 경우가 있다.
질병,외이염증상,"가려움 때문에 뒷발로 귀를 긁거나 귀를 땅에 비벼댄다. 가려움이 더욱 심해지거나 통증이 생기면 자주 머리를 흔들거나 고개를 기울인 채로 있다. 항상 귀지가 쌓인 상태이고 외이도에서 지저분한 악취가 나게 된다. 악화되면 중이염, 내이염으로 진행되고, 또 안면마비 등의 신경증상을 일으키기도 한다."
질병,중이염증상,일반적인 증상은 외이염과 거의 비슷하다. 열이 나거나 심한 통증 때문에 머리를 기울인 채 있다. 안면마비 등의 신경증상이나 청각장애 등을 일으키기도 한다.
질병,내이염증상,증상은 중이염과 거의 비슷하다. 단 내이에 있는 전정신경에 염증이 생기면 평형감각을 잃고 쓰러지기도 하고 같은 장소를 빙글빙글 돌기도 한다. 난청이 되는 경우도 있다.
